timestamp,sensor,innovation_x,innovation_y,nis,accepted,reason
0.00621624542939708,LIDAR,-0.029357957843103577,,0.0034350593382602734,True,ok
0.013322338546636522,FLOW,-0.003537910135589636,-0.04495954011381985,0.022137997953540694,True,ok
0.020405601087840987,LIDAR,0.030794294304826053,,0.5184303058465907,True,ok
0.025973961583963645,BARO,0.3986741306190802,,1.292492475183001,True,ok
0.03216234610589273,LIDAR,0.04894654803952436,,1.718363157401505,True,ok
0.035893908689618996,LIDAR,0.04824506190501898,,1.889202913305325,True,ok
0.04158643576465091,FLOW,0.008452219602618289,0.06719577048892414,1.2779921572129884,True,ok
0.049202786130665435,LIDAR,0.023347031684584074,,0.4548326418177416,True,ok
0.059456155220310766,LIDAR,-0.03531829265715691,,1.0603344748589185,True,ok
0.06629945296638437,FLOW,-0.004549086334726431,-0.0969268227046086,2.490633851292057,True,ok
0.07049968449260033,LIDAR,-0.033574549046162305,,0.9616097677117369,True,ok
0.07157259122784412,BARO,0.7363290776033922,,4.418222441883238,True,ok
0.0796436778329834,CAMERA,0.021667034170301813,-0.14211203137228334,0.07813455123484254,True,ok
0.081045769578899,FLOW,0.027008738851866835,0.029523196619412634,0.4653297432270077,True,ok
0.08474812405909479,LIDAR,-0.037239158618649126,,1.1741487398688046,True,ok
0.08698159786432377,LIDAR,-0.012516719345070593,,0.13914216340530328,True,ok
0.10456153316982354,LIDAR,0.05575921203054568,,2.6440750616166455,True,ok
0.10499596230852404,FLOW,0.008263148023598454,0.1270703746180123,5.119892428821306,True,ok
0.11099366168637415,FLOW,-0.004748717939828815,0.041213422616439274,0.6194370161277186,True,ok
0.11311817451317147,LIDAR,-0.02976603407898115,,0.7742958915159274,True,ok
0.12408762295331353,LIDAR,0.002887580341543572,,0.007282187187039246,True,ok
0.12475497075676545,BARO,0.06281399598556936,,0.03215764964212517,True,ok
0.13078611494116132,LIDAR,-0.038667009563660315,,1.3318020399170214,True,ok
0.1393416741837132,FLOW,0.007342958422327801,-0.04394302743672635,0.5235130581426314,True,ok
0.14490397714455863,LIDAR,-0.014344862207184672,,0.18113868100217523,True,ok
0.14709469468412525,LIDAR,-0.0682690262369583,,4.2535697214301,True,ok
0.15460555021588532,FLOW,0.012997877132222863,-0.006901846731041616,0.06840267954324834,True,ok
0.1565324022044587,CAMERA,0.09263669403354904,0.24930011717691664,2.5176076866860524,True,ok
0.15996585270688948,BARO,0.12480420594484642,,0.1269345099138368,True,ok
0.164612158230038,LIDAR,-0.005239235372877626,,0.024316231719565748,True,ok
0.17148150624648245,LIDAR,0.01637279280334747,,0.24182514416455111,True,ok
0.17846734208161488,LIDAR,-0.04952685248098598,,2.2423388971225213,True,ok
0.17964786873596506,FLOW,0.018825192439455025,-0.039794584845061626,0.6285509520150431,True,ok
0.18618200256350284,LIDAR,-0.012107063660395267,,0.1350888991347382,True,ok
0.2010695962241094,LIDAR,0.03248641524542806,,0.9572996352003518,True,ok
0.20191455322744284,BARO,0.12651020506040278,,0.13047289239733115,True,ok
0.20526758683969148,FLOW,-0.04644048816305388,-0.059502460908424266,1.9845614968163519,True,ok
0.2059376457202099,LIDAR,0.007641508427390864,,0.054066423639334074,True,ok
0.21748961334654038,LIDAR,0.02692267474665866,,0.6682414003116065,True,ok
0.22152230986505533,BARO,-0.04679937574893378,,0.017855023285653825,True,ok
0.22296446465062023,FLOW,-0.07779547563446167,0.025575073731707303,2.5842384418587794,True,ok
0.23343079771797615,LIDAR,-0.03444836242529559,,1.0784635936502125,True,ok
0.24252716137671607,LIDAR,0.03303078735821896,,1.0006258094460294,True,ok
0.24765026007192192,FLOW,-0.013331091434654992,0.07044033023106368,1.9689576070304542,True,ok
0.24804284510284644,LIDAR,-0.039385826677515556,,1.4472214066768738,True,ok
0.2641480875260716,FLOW,-0.07033606690350908,0.006488769960333353,2.0196169508699997,True,ok
0.26457218278940936,LIDAR,0.022210126624102156,,0.45323393167932424,True,ok
0.271991939214067,LIDAR,-0.001867239068367832,,0.0032431137839732758,True,ok
0.2777560536084763,LIDAR,-0.02225454761942025,,0.466914351357573,True,ok
0.28211024723537614,FLOW,-0.015683308868523916,-0.05800672791485624,1.48651721344835,True,ok
0.28758804941463184,BARO,0.3220525394215852,,0.8455750970857993,True,ok
0.2881922604240078,LIDAR,-0.021180240535405348,,0.42289083504683306,True,ok
0.29206200025616286,CAMERA,-0.2254595684931412,0.38009891962620557,9.059010720136342,False,gate
0.3012359305461578,BARO,0.6375043341199087,,3.3131279851756914,True,ok
0.30268837925877373,LIDAR,0.011964856168140692,,0.13373528558583364,True,ok
0.3066215694198952,FLOW,0.03822600449292167,-0.023251435142073607,0.812646635497536,True,ok
0.3123329998639538,LIDAR,0.029904356157162137,,0.8391592445367799,True,ok
0.3159680052583221,LIDAR,0.010831666258369399,,0.11195508488822638,True,ok
0.320390786398801,FLOW,-0.032241976991042934,-0.03089880279557229,0.8630308456758798,True,ok
0.32970867395333775,LIDAR,0.01600337468021973,,0.2423318274655529,True,ok
0.33204355425633925,FLOW,-0.002728159756668643,0.04218890520796073,0.8029342605038092,True,ok
0.3366780165679262,LIDAR,0.029727414621169235,,0.842916678551289,True,ok
0.3534731314590335,LIDAR,0.013225844193368808,,0.16452515573390997,True,ok
0.3546260880155368,CAMERA,-0.03886251405229381,-0.043947036315421996,0.15915955604349188,True,ok
0.3571057095425286,BARO,-0.30622930696257344,,0.764612043808104,True,ok
0.36235172414164774,FLOW,0.002392006431363078,-0.014334496036930384,0.08850685924359394,True,ok
0.3627124654390623,LIDAR,0.04458056912769259,,1.879272706071323,True,ok
0.3679271188889266,LIDAR,0.002366399490180582,,0.0053601645979735576,True,ok
0.3772702546946125,LIDAR,0.027280730459062763,,0.7134150458218353,True,ok
